year,description,st_gdp,state,st_fips,st_pop,gdp_pk
2004,Goods-Producing,41970983,UT,49,4803160,8.74
2005,Goods-Producing,46128232,UT,49,4915438,9.38
2006,Goods-Producing,51292845,UT,49,5051014,10.15
2007,Goods-Producing,55600766,UT,49,5195492,10.7
2008,Goods-Producing,52964350,UT,49,5326058,9.94
2009,Goods-Producing,56341506,UT,49,5446842,10.34
2010,Goods-Producing,58091481,UT,49,5552188,10.46
2011,Goods-Producing,58380586,UT,49,5636522,10.36
2012,Goods-Producing,52302010,UT,49,5720960,9.14
2013,Goods-Producing,55796896,UT,49,5816136,9.59
2014,Goods-Producing,57293381,UT,49,5901304,9.71
2015,Goods-Producing,57337976,UT,49,5998184,9.56
2016,Goods-Producing,44507605,UT,49,6126086,7.27
2017,Goods-Producing,64919931,UT,49,6251568,10.38
2018,Goods-Producing,69076205,UT,49,6361792,10.86
2019,Goods-Producing,72023491,UT,49,6465402,11.14
2020,Goods-Producing,76589256,UT,49,6567570,11.66
2021,Goods-Producing,81225807,UT,49,6678226,12.16
2001,Services-Producing,112036127,UT,49,4567430,24.53
2002,Services-Producing,121263658,UT,49,4649630,26.08
2003,Services-Producing,122663057,UT,49,4720274,25.99
2004,Services-Producing,130052674,UT,49,4803160,27.08
2005,Services-Producing,140687034,UT,49,4915438,28.62
2006,Services-Producing,150005621,UT,49,5051014,29.7
2007,Services-Producing,155823446,UT,49,5195492,29.99
2008,Services-Producing,155548600,UT,49,5326058,29.21
2009,Services-Producing,148386120,UT,49,5446842,27.24
2010,Services-Producing,151501520,UT,49,5552188,27.29
2011,Services-Producing,161752326,UT,49,5636522,28.7
2012,Services-Producing,162843562,UT,49,5720960,28.46
2013,Services-Producing,171456766,UT,49,5816136,29.48
2014,Services-Producing,174447870,UT,49,5901304,29.56
2015,Services-Producing,177946117,UT,49,5998184,29.67
2016,Services-Producing,126522539,UT,49,6126086,20.65
2017,Services-Producing,201558697,UT,49,6251568,32.24
2018,Services-Producing,215874389,UT,49,6361792,33.93
2019,Services-Producing,222224831,UT,49,6465402,34.37
2020,Services-Producing,233783208,UT,49,6567570,35.6
2021,Services-Producing,251673882,UT,49,6678226,37.69
2001,Goods-Producing,8371866,VT,50,1224446,6.84
2002,Goods-Producing,8622550,VT,50,1230884,7.01
2003,Goods-Producing,7092699,VT,50,1235716,5.74
2004,Goods-Producing,7388366,VT,50,1239840,5.96
2005,Goods-Producing,6706962,VT,50,1242430,5.4
2006,Goods-Producing,7227737,VT,50,1245784,5.8
2007,Goods-Producing,6765990,VT,50,1246962,5.43
2008,Goods-Producing,7347829,VT,50,1248302,5.89
2009,Goods-Producing,6640815,VT,50,1249634,5.31
2010,Goods-Producing,7456159,VT,50,1252720,5.95
2011,Goods-Producing,8440341,VT,50,1259164,6.7
2012,Goods-Producing,9764323,VT,50,1261322,7.74
2013,Goods-Producing,8035383,VT,50,1265648,6.35
2014,Goods-Producing,8804194,VT,50,1267654,6.95
2015,Goods-Producing,8955362,VT,50,1271748,7.04
2016,Goods-Producing,8751490,VT,50,1272684,6.88
2017,Goods-Producing,8971864,VT,50,1278122,7.02
2018,Goods-Producing,7324295,VT,50,1281334,5.72
2019,Goods-Producing,7446998,VT,50,1283676,5.8
2020,Goods-Producing,8853986,VT,50,1285786,6.89
2021,Goods-Producing,8683962,VT,50,1293944,6.71
2001,Services-Producing,27849183,VT,50,1224446,22.74
2002,Services-Producing,31690024,VT,50,1230884,25.75
2003,Services-Producing,26559375,VT,50,1235716,21.49
2004,Services-Producing,27460412,VT,50,1239840,22.15
2005,Services-Producing,25675872,VT,50,1242430,20.67
2006,Services-Producing,25970557,VT,50,1245784,20.85
2007,Services-Producing,26641365,VT,50,1246962,21.37
2008,Services-Producing,28205194,VT,50,1248302,22.59
2009,Services-Producing,28625904,VT,50,1249634,22.91
2010,Services-Producing,29600191,VT,50,1252720,23.63
2011,Services-Producing,32528253,VT,50,1259164,25.83
2012,Services-Producing,38252976,VT,50,1261322,30.33
2013,Services-Producing,37258522,VT,50,1265648,29.44
2014,Services-Producing,40893524,VT,50,1267654,32.26
2015,Services-Producing,41139067,VT,50,1271748,32.35
2016,Services-Producing,40891419,VT,50,1272684,32.13
2017,Services-Producing,41848264,VT,50,1278122,32.74
2018,Services-Producing,33605610,VT,50,1281334,26.23
2019,Services-Producing,34020387,VT,50,1283676,26.5
2020,Services-Producing,41056954,VT,50,1285786,31.93
2021,Services-Producing,42077864,VT,50,1293944,32.52
2001,Goods-Producing,104346979,VA,51,14396724,7.25
2002,Goods-Producing,100116537,VA,51,14573746,6.87
2003,Goods-Producing,113038672,VA,51,14733954,7.67
2004,Goods-Producing,112524624,VA,51,14951150,7.53
2005,Goods-Producing,121416788,VA,51,15154210,8.01
2006,Goods-Producing,114926227,VA,51,15347450,7.49
2007,Goods-Producing,105840889,VA,51,15502000,6.83
2008,Goods-Producing,99282350,VA,51,15666992,6.34
2009,Goods-Producing,103571204,VA,51,15851874,6.53
2010,Goods-Producing,110769382,VA,51,16050060,6.9
2011,Goods-Producing,102483126,VA,51,16215256,6.32
2012,Goods-Producing,104357288,VA,51,16393830,6.37
2013,Goods-Producing,98202585,VA,51,16539276,5.94
2014,Goods-Producing,92639055,VA,51,16667156,5.56
2015,Goods-Producing,98505596,VA,51,16779728,5.87
2016,Goods-Producing,99481044,VA,51,16889376,5.89
2017,Goods-Producing,101410867,VA,51,17005156,5.96
2018,Goods-Producing,106120816,VA,51,17094032,6.21
2019,Goods-Producing,106672016,VA,51,17194678,6.2
2020,Goods-Producing,101500157,VA,51,17272942,5.88
2021,Goods-Producing,113946931,VA,51,17314730,6.58
2001,Services-Producing,288473158,VA,51,14396724,20.04
2002,Services-Producing,316629012,VA,51,14573746,21.73
2003,Services-Producing,398265045,VA,51,14733954,27.03
2004,Services-Producing,405454540,VA,51,14951150,27.12
2005,Services-Producing,458466338,VA,51,15154210,30.25
2006,Services-Producing,401970286,VA,51,15347450,26.19
2007,Services-Producing,379569236,VA,51,15502000,24.49
2008,Services-Producing,410508500,VA,51,15666992,26.2
2009,Services-Producing,427394527,VA,51,15851874,26.96
2010,Services-Producing,532567918,VA,51,16050060,33.18
2011,Services-Producing,463299056,VA,51,16215256,28.57
2012,Services-Producing,480945170,VA,51,16393830,29.34
2013,Services-Producing,455770438,VA,51,16539276,27.56
2014,Services-Producing,459868050,VA,51,16667156,27.59
2015,Services-Producing,460109893,VA,51,16779728,27.42
2016,Services-Producing,492502134,VA,51,16889376,29.16
2017,Services-Producing,503081738,VA,51,17005156,29.58
2018,Services-Producing,525541016,VA,51,17094032,30.74
2019,Services-Producing,534917849,VA,51,17194678,31.11
2020,Services-Producing,498303441,VA,51,17272942,28.85
2021,Services-Producing,570348296,VA,51,17314730,32.94
2001,Goods-Producing,120677422,WA,53,11971444,10.08
2002,Goods-Producing,121267924,WA,53,12104698,10.02
2003,Goods-Producing,116478772,WA,53,12208230,9.54
2004,Goods-Producing,118581379,WA,53,12357290,9.6
2005,Goods-Producing,139137702,WA,53,12514610,11.12
2006,Goods-Producing,146486261,WA,53,12741506,11.5
2007,Goods-Producing,160021064,WA,53,12923174,12.38
2008,Goods-Producing,150018062,WA,53,13124462,11.43
2009,Goods-Producing,145728687,WA,53,13334852,10.93
2010,Goods-Producing,147315602,WA,53,13487194,10.92
2011,Goods-Producing,144770486,WA,53,13660920,10.6
2012,Goods-Producing,151975679,WA,53,13808060,11.01
2013,Goods-Producing,157414944,WA,53,13948346,11.29
2014,Goods-Producing,164852337,WA,53,14136052,11.66
2015,Goods-Producing,171570700,WA,53,14360908,11.95
2016,Goods-Producing,163765765,WA,53,14631870,11.19
2017,Goods-Producing,164119265,WA,53,14893614,11.02
2018,Goods-Producing,171558173,WA,53,15097074,11.36
2019,Goods-Producing,174196307,WA,53,15277378,11.4
2020,Goods-Producing,168862453,WA,53,15448062,10.93
2021,Goods-Producing,164955198,WA,53,15481490,10.65
2001,Services-Producing,381606194,WA,53,11971444,31.88
2002,Services-Producing,385119500,WA,53,12104698,31.82
2003,Services-Producing,397508206,WA,53,12208230,32.56
2004,Services-Producing,415803575,WA,53,12357290,33.65
2005,Services-Producing,432802578,WA,53,12514610,34.58
2006,Services-Producing,446729827,WA,53,12741506,35.06
2007,Services-Producing,472089209,WA,53,12923174,36.53
2008,Services-Producing,490996750,WA,53,13124462,37.41
2009,Services-Producing,475589399,WA,53,13334852,35.67
2010,Services-Producing,483611119,WA,53,13487194,35.86
2011,Services-Producing,498170310,WA,53,13660920,36.47
2012,Services-Producing,515355143,WA,53,13808060,37.32
2013,Services-Producing,531738811,WA,53,13948346,38.12
2014,Services-Producing,563866136,WA,53,14136052,39.89
2015,Services-Producing,561414112,WA,53,14360908,39.09
2016,Services-Producing,613481824,WA,53,14631870,41.93
2017,Services-Producing,650598314,WA,53,14893614,43.68
2018,Services-Producing,712842994,WA,53,15097074,47.22
2019,Services-Producing,744137989,WA,53,15277378,48.71
2020,Services-Producing,780647962,WA,53,15448062,50.53
2021,Services-Producing,839350729,WA,53,15481490,54.22
2001,Goods-Producing,38164827,WV,54,3602962,10.59
2002,Goods-Producing,36197657,WV,54,3610828,10.02
2003,Goods-Producing,34659618,WV,54,3624590,9.56
2004,Goods-Producing,35361575,WV,54,3632876,9.73
2005,Goods-Producing,36477542,WV,54,3640984,10.02
2006,Goods-Producing,38187520,WV,54,3655824,10.45
2007,Goods-Producing,37166844,WV,54,3668104,10.13
2008,Goods-Producing,38005714,WV,54,3680620,10.33
2009,Goods-Producing,37927764,WV,54,3695550,10.26
2010,Goods-Producing,36628168,WV,54,3708818,9.88
2011,Goods-Producing,37000630,WV,54,3714652,9.96
2012,Goods-Producing,35943636,WV,54,3717490,9.67
2013,Goods-Producing,37732965,WV,54,3713284,10.16
2014,Goods-Producing,35885873,WV,54,3706028,9.68
2015,Goods-Producing,38866734,WV,54,3692682,10.53
2016,Goods-Producing,37912051,WV,54,3671996,10.32
2017,Goods-Producing,41742252,WV,54,3645570,11.45
2018,Goods-Producing,43872130,WV,54,3621176,12.12
2019,Goods-Producing,42823941,WV,54,3600860,11.89
2020,Goods-Producing,43493845,WV,54,3582840,12.14
2021,Goods-Producing,39372611,WV,54,3571052,11.03
2001,Services-Producing,64376119,WV,54,3602962,17.87
2002,Services-Producing,65189126,WV,54,3610828,18.05
2003,Services-Producing,66130580,WV,54,3624590,18.24
2004,Services-Producing,67639299,WV,54,3632876,18.62
2005,Services-Producing,66889290,WV,54,3640984,18.37
2006,Services-Producing,71031265,WV,54,3655824,19.43
2007,Services-Producing,70498112,WV,54,3668104,19.22
2008,Services-Producing,72112833,WV,54,3680620,19.59
2009,Services-Producing,71460847,WV,54,3695550,19.34
2010,Services-Producing,73504236,WV,54,3708818,19.82
2011,Services-Producing,72207944,WV,54,3714652,19.44
2012,Services-Producing,77554659,WV,54,3717490,20.86
2013,Services-Producing,77280987,WV,54,3713284,20.81
2014,Services-Producing,70451685,WV,54,3706028,19.01
2015,Services-Producing,77999179,WV,54,3692682,21.12
2016,Services-Producing,77238666,WV,54,3671996,21.03
2017,Services-Producing,76360483,WV,54,3645570,20.95
2018,Services-Producing,78561115,WV,54,3621176,21.69
2019,Services-Producing,79241378,WV,54,3600860,22.01
2020,Services-Producing,75806345,WV,54,3582840,21.16
2021,Services-Producing,74107504,WV,54,3571052,20.75
2001,Goods-Producing,97482350,WI,55,10813670,9.01
2002,Goods-Producing,91693947,WI,55,10890324,8.42
2003,Goods-Producing,96202261,WI,55,10958406,8.78
2004,Goods-Producing,108205698,WI,55,11028052,9.81
2005,Goods-Producing,105624378,WI,55,11092332,9.52
2006,Goods-Producing,108320051,WI,55,11155310,9.71
2007,Goods-Producing,105579489,WI,55,11221550,9.41
2008,Goods-Producing,97107788,WI,55,11281992,8.61
2009,Goods-Producing,87728033,WI,55,11338528,7.74
2010,Goods-Producing,96664467,WI,55,11383990,8.49
2011,Goods-Producing,102811152,WI,55,11426328,9
2012,Goods-Producing,101472397,WI,55,11468138,8.85
2013,Goods-Producing,97152497,WI,55,11514408,8.44
2014,Goods-Producing,101078510,WI,55,11556742,8.75
2015,Goods-Producing,105619073,WI,55,11588176,9.11
2016,Goods-Producing,103483823,WI,55,11624758,8.9
2017,Goods-Producing,102205433,WI,55,11672922,8.76
2018,Goods-Producing,113316517,WI,55,11717532,9.67
2019,Goods-Producing,119686780,WI,55,11760386,10.18
2020,Goods-Producing,107418284,WI,55,11792542,9.11
2021,Goods-Producing,116045016,WI,55,11760202,9.87
2001,Services-Producing,224194801,WI,55,10813670,20.73
2002,Services-Producing,222108524,WI,55,10890324,20.4
2003,Services-Producing,231680903,WI,55,10958406,21.14
2004,Services-Producing,253876317,WI,55,11028052,23.02
2005,Services-Producing,256895240,WI,55,11092332,23.16
2006,Services-Producing,255822719,WI,55,11155310,22.93
2007,Services-Producing,256669750,WI,55,11221550,22.87
2008,Services-Producing,254863179,WI,55,11281992,22.59
2009,Services-Producing,256675100,WI,55,11338528,22.64
2010,Services-Producing,264915459,WI,55,11383990,23.27
2011,Services-Producing,281196365,WI,55,11426328,24.61
2012,Services-Producing,275019674,WI,55,11468138,23.98
2013,Services-Producing,263734416,WI,55,11514408,22.9
2014,Services-Producing,278426985,WI,55,11556742,24.09
2015,Services-Producing,292348249,WI,55,11588176,25.23
2016,Services-Producing,294996447,WI,55,11624758,25.38
2017,Services-Producing,295243054,WI,55,11672922,25.29
2018,Services-Producing,328887575,WI,55,11717532,28.07
2019,Services-Producing,340442314,WI,55,11760386,28.95
2020,Services-Producing,309493486,WI,55,11792542,26.24
2021,Services-Producing,326445712,WI,55,11760202,27.76
2001,Goods-Producing,17630029,WY,56,989314,17.82
2002,Goods-Producing,18062502,WY,56,1000034,18.06
2003,Goods-Producing,21019657,WY,56,1006906,20.88
2004,Goods-Producing,19794947,WY,56,1018212,19.44
2005,Goods-Producing,23495810,WY,56,1028314,22.85
2006,Goods-Producing,28649956,WY,56,1045334,27.41
2007,Goods-Producing,32640287,WY,56,1069752,30.51
2008,Goods-Producing,32658563,WY,56,1092086,29.9
2009,Goods-Producing,31715648,WY,56,1119702,28.33
2010,Goods-Producing,32752114,WY,56,1128810,29.01
2011,Goods-Producing,31752617,WY,56,1133716,28.01
2012,Goods-Producing,24013683,WY,56,1150994,20.86
2013,Goods-Producing,21030788,WY,56,1161860,18.1
2014,Goods-Producing,21717599,WY,56,1161898,18.69
2015,Goods-Producing,24531548,WY,56,1167290,21.02
2016,Goods-Producing,21768743,WY,56,1163966,18.7
2017,Goods-Producing,21026643,WY,56,1152496,18.24
2018,Goods-Producing,19614679,WY,56,1149602,17.06
2019,Goods-Producing,19830463,WY,56,1150682,17.23
2020,Goods-Producing,18455297,WY,56,1155210,15.98
2021,Goods-Producing,21967691,WY,56,1158966,18.95
2001,Services-Producing,15942326,WY,56,989314,16.11
2002,Services-Producing,17183956,WY,56,1000034,17.18
2003,Services-Producing,18461441,WY,56,1006906,18.33
2004,Services-Producing,18050133,WY,56,1018212,17.73
2005,Services-Producing,20066466,WY,56,1028314,19.51
2006,Services-Producing,21780152,WY,56,1045334,20.84
2007,Services-Producing,25768608,WY,56,1069752,24.09
2008,Services-Producing,25403696,WY,56,1092086,23.26
2009,Services-Producing,27338993,WY,56,1119702,24.42
2010,Services-Producing,30095147,WY,56,1128810,26.66
2011,Services-Producing,31278133,WY,56,1133716,27.59
2012,Services-Producing,30428775,WY,56,1150994,26.44
2013,Services-Producing,24639549,WY,56,1161860,21.21
2014,Services-Producing,25084195,WY,56,1161898,21.59
2015,Services-Producing,28576363,WY,56,1167290,24.48
2016,Services-Producing,28403096,WY,56,1163966,24.4
2017,Services-Producing,27027728,WY,56,1152496,23.45
2018,Services-Producing,23147262,WY,56,1149602,20.14
2019,Services-Producing,22492442,WY,56,1150682,19.55
2020,Services-Producing,21422096,WY,56,1155210,18.54
2021,Services-Producing,26791506,WY,56,1158966,23.12
